frame,left_eye_temp,right_eye_temp,forehead_temp,nose_temp,left_cheek_temp,right_cheek_temp
0,36.689924555000005,34.1109405665,36.15593133081188,33.77712038617647,34.668050959337016,34.58974554256984
1,36.6678316025,36.4410106235,36.469280330435836,33.73726643264706,34.58963403941176,34.40200858576178
2,36.651630104,36.7179089615,36.455024104904865,33.86064041052941,34.50377835307989,34.21582921392167
3,36.775350638,36.663413012,36.43096965983173,33.66864832135294,34.44007268847615,34.15929071207832
4,36.748839095,36.76356773,36.42315476359869,33.693253805705886,34.42119996477531,34.201325218900145
5,36.776823501500004,36.784187819,36.425488908153845,33.71491356305882,34.42601862997749,34.20669688008811
6,37.0154273885,36.8416294955,36.440276831290326,33.71716617782353,34.5300768786021,34.261886061757814
7,36.787133546,36.7620948665,36.43041355944615,33.648201510411766,34.46356022936986,34.23963897058824
8,36.784187819,36.775350638,36.40404126779717,33.62099685517647,34.43701380356847,34.21495888295652
9,36.819536543,36.778296365,36.40195323884406,33.67523288758824,34.387927092037536,34.17796325176471
10,36.863722448000004,36.7974435905,36.41481125605042,33.627061587235296,34.48435582710844,34.23626590503408
11,37.0360474775,36.882869673500004,36.4233558251518,33.70642293817647,34.518056499709225,34.26731610836502
12,36.8445752225,36.8534124035,36.42236214542857,33.61302606447059,34.46996561066237,34.20590702661283
13,36.5941884275,36.784187819,36.4092293638055,33.600376766176474,34.437256207640345,34.13685055800196
14,36.6884516915,36.742947641,36.43103168784884,33.61146656194118,34.46791005222274,34.17758675686331
15,36.6943431455,36.7355833235,36.4237073767126,33.68874857617647,34.45466549355102,34.18918811124701
16,36.769459184,36.7061260535,36.413095801102365,33.689961522588234,34.42299760372613,34.1666681405413
17,36.819536543,36.722327552,36.42149743716536,33.63122026064706,34.460146472096774,34.18899123175695
18,37.0213188425,36.878451083,36.42905342,33.66518276017647,34.54162113201092,34.22749804385093
19,36.6501572405,36.760622003,36.42448718762295,33.69654608882353,34.41880216707592,34.13692930438369
20,36.628064288000004,36.703180326500004,36.41496198045714,33.58131617970589,34.47711924159186,34.09251290790076
21,36.7591491395,36.770932047500004,36.41571879558594,33.62948748005883,34.48634683648535,34.15124671606987
22,36.6383743325,36.6707773295,36.43240538950788,33.68043122935294,34.43510753120778,34.18311921103253
23,36.7385290505,36.6707773295,36.41533256139535,33.64958773488235,34.455859930112865,34.15266800761278
24,36.7061260535,36.7444205045,36.42405580857143,33.61233295223529,34.455091037834336,34.16644554955801
25,36.7473662315,36.7886064095,36.4193058675814,33.695159864352945,34.41417147668767,34.13772762405063
26,36.8327923145,36.742947641,36.4243838888189,33.69169430317647,34.491068717970876,34.19545963186441
27,37.025737433,36.88139681,36.43197547697581,33.757020131352945,34.505507197466606,34.25045298207435
28,36.6589944215,36.76356773,36.41770051296875,33.64057727582353,34.39218381833561,34.11658608269231
29,36.816590816,36.828373724,36.42567852359375,33.63936432941176,34.43847014901979,34.154822113287736
30,36.7886064095,36.6501572405,36.424757983906254,33.70486343564706,34.42455946526174,34.204332025266545
